Property Size (sqft),Number of Bedrooms,Number of Bathrooms,Construction Year,Furnished,Median Household Income,Unemployment Rate,Population Density,Nearby School Quality Score,Distance to City Center (km),Distance to Nearest Park (km),Air Quality Index,Public Transport Access,Regional Price Growth (%),Historical Price Volatility,Selling Price (in $)
3025,4,2,2022,None,68.02,7.32,3026,Good,2.39,6.86,80.0,Medium,13.0,9.79,735293.7640352942
1682,4,2,1996,Fully,85.8,2.51,9036,Good,36.09,4.76,104.0,High,12.86,9.79,634211.0737278396
4979,4,1,1977,Partially,71.39,9.07,4172,Good,46.6,1.51,111.0,High,-4.51,9.5,802047.1696414192
4758,3,1,1995,None,92.16,6.09,2413,Excellent,31.98,2.79,196.0,Medium,-4.4,9.69,818730.5195781353
2988,5,1,1953,Fully,95.0,9.02,2945,Average,36.6,0.77,145.0,Low,6.88,3.74,703406.3474960946
2376,5,3,1957,Fully,,4.72,9476,Good,41.37,4.46,89.0,Low,-0.9,1.33,757627.8969979772
2962,1,3,2010,Partially,69.49,7.23,1987,Average,18.72,6.53,151.0,Medium,12.97,3.56,723013.9698565847
2130,2,3,1966,None,,9.65,5391,Good,6.3,2.51,66.0,High,4.66,4.11,492165.43910068035
787,3,2,1983,Partially,89.42,9.55,5734,Average,46.72,4.95,148.0,Medium,1.52,4.17,374297.62883603363
4782,1,2,1969,Partially,74.01,9.55,949,Excellent,46.99,4.64,61.0,High,14.07,7.12,779630.7142856079
2407,1,2,1983,None,75.72,2.34,1927,Average,22.65,5.38,192.0,Medium,1.36,8.77,577892.8122948208
1661,4,2,1992,None,69.17,5.22,3095,Good,11.64,1.93,62.0,Medium,1.42,3.0,608710.096187999
629,2,2,1959,None,,2.49,2776,Average,44.73,5.39,143.0,High,-2.34,5.03,321043.68008329277
2863,2,1,1979,Partially,91.12,4.48,6265,Average,35.71,3.71,155.0,Medium,-0.55,4.41,602962.6508983847
643,3,2,1974,Fully,73.73,3.4,8935,Good,1.4,2.93,68.0,Low,10.21,7.88,410227.83383883664
515,2,1,2006,Fully,47.07,6.96,2612,Good,6.28,5.9,106.0,High,10.19,3.86,207171.2151875181
744,1,3,2012,None,72.93,8.25,9637,Poor,49.18,1.57,141.0,Medium,2.73,1.51,274351.32855269173
1426,2,3,2020,None,54.68,6.11,1526,Good,2.87,9.02,109.0,Medium,1.99,4.0,372412.1191737222
3678,2,3,1996,None,83.86,8.36,4192,Poor,14.85,9.36,153.0,High,3.37,4.19,807677.3269183217
2676,5,3,1952,Fully,81.8,2.1,3549,Excellent,27.88,6.64,181.0,Medium,1.02,8.4,662719.2316669065
1386,1,3,1995,Fully,97.62,8.56,6646,Good,10.03,3.1,176.0,High,7.16,5.93,580745.5425460053
840,2,2,1985,Fully,52.85,3.43,8084,Excellent,12.37,6.3,150.0,Medium,11.73,5.71,299209.0434125168
2551,2,2,1975,Fully,96.56,5.69,7598,Excellent,18.3,6.06,184.0,Medium,-4.81,6.39,837995.5974954526
3898,4,2,1959,Partially,82.79,5.54,6379,Good,14.21,3.97,117.0,High,13.72,6.05,881391.1765475097
4450,2,3,1983,None,54.5,8.99,8752,Excellent,40.36,2.94,136.0,Medium,-2.64,7.13,756394.0679887831
805,2,3,1957,Partially,102.41,9.73,5553,Poor,25.51,1.77,157.0,Medium,12.99,9.14,498861.07511162123
1407,5,1,2004,Partially,73.13,4.04,4106,Average,14.65,2.25,186.0,Low,-0.33,8.89,549274.1366445683
3154,1,2,1959,Partially,57.13,2.54,7169,Excellent,16.34,6.56,170.0,Medium,13.34,5.46,611369.2590599073
4292,3,3,2006,Fully,90.59,7.2,889,Good,2.95,8.87,58.0,Medium,10.75,8.62,1019268.0123831341
4542,1,3,1994,None,58.67,6.02,5116,Average,3.42,3.91,180.0,Medium,0.38,8.77,734371.5399974044
1871,4,3,1999,Partially,92.34,6.53,752,Good,36.18,1.31,126.0,Medium,-4.43,8.11,1166078.3323883615
820,1,1,2013,Fully,72.12,2.37,8552,Average,6.53,0.23,112.0,Low,9.32,1.38,397342.0660360805
4559,2,3,1951,Partially,69.76,8.2,3666,Good,24.31,4.12,168.0,Medium,11.44,6.96,764362.7187075538
1631,4,1,1994,Partially,55.48,3.86,1195,Average,42.28,2.4,142.0,High,8.6,3.82,457028.1745599564
3078,1,1,2011,Fully,,4.68,6423,Good,19.05,3.29,179.0,High,2.63,8.86,519796.66414709936
4542,4,2,1963,Fully,77.41,3.83,5248,Average,17.94,2.49,87.0,Medium,-2.45,3.56,811986.561012601
3867,3,3,1964,Partially,50.41,9.57,8365,Good,43.78,6.68,56.0,High,1.94,9.27,678762.4313360659
1317,1,1,1963,Fully,85.34,3.35,2005,Good,43.38,6.42,,Medium,0.37,6.54,370031.2091992314
511,2,3,1980,Fully,67.13,7.86,3243,Excellent,44.13,9.13,187.0,High,9.46,6.81,344120.7705214323
694,4,2,1978,Partially,69.05,3.97,5154,Good,29.02,7.03,126.0,Medium,-1.81,8.99,453336.3284298107
3037,5,2,1976,Partially,83.75,5.4,8389,,47.66,1.73,50.0,Medium,11.39,9.87,668332.0418070365
3342,4,1,1958,Partially,71.94,9.97,1798,Average,41.13,7.54,86.0,Low,7.24,3.78,710744.797741057
2729,5,2,1969,None,93.46,2.8,5190,Good,21.37,1.89,143.0,Low,4.65,1.8,724198.7692564563
3509,2,2,2007,Partially,44.24,9.05,4368,Good,31.85,5.63,115.0,Medium,2.2,7.51,539144.862811862
2577,3,2,1998,Partially,87.01,9.57,8100,Excellent,6.97,0.86,149.0,High,5.15,1.63,684849.4674056551
4367,5,3,2006,None,75.36,7.59,7700,Average,28.02,0.57,125.0,High,5.8,5.8,791564.0972437769
943,3,3,1965,Partially,65.13,2.08,715,Average,13.89,4.7,54.0,Medium,-0.26,4.11,396962.4035326739
797,4,1,1957,Fully,89.23,8.57,6744,Average,14.89,1.14,105.0,Medium,14.78,4.51,560262.2875158848
1344,2,1,2016,Partially,83.8,9.06,679,Poor,7.16,3.14,91.0,High,13.19,3.12,386390.2827905801
1515,5,2,1968,None,78.43,9.85,3186,Poor,18.55,3.45,98.0,Medium,2.82,7.29,524669.3048946564
1884,4,2,2016,None,71.2,8.71,8155,Average,24.59,7.72,95.0,Low,0.08,6.15,542075.6547970569
1897,1,1,1985,None,64.42,5.56,6079,Good,30.42,3.39,120.0,Medium,1.14,9.57,468775.2635856101
1053,4,2,2009,Partially,58.82,7.51,876,Good,15.94,4.99,51.0,Medium,14.6,4.2,495210.30715262366
2850,3,1,1985,None,95.49,5.88,7460,Good,39.82,7.75,116.0,Medium,3.14,4.55,726590.3913140481
1769,2,3,1960,Fully,87.4,4.82,8545,Poor,26.53,2.13,181.0,Low,13.24,2.49,606068.8972452668
1760,2,2,2000,Partially,,7.01,2327,Good,32.26,8.07,111.0,High,-3.82,6.5,503744.96039424057
684,4,2,2004,None,68.6,8.16,8272,Excellent,14.63,8.33,161.0,High,10.54,1.85,390071.9067715689
2910,1,2,2003,Fully,105.51,7.09,6352,Poor,40.89,9.89,129.0,Medium,10.24,9.71,683027.5961909802
4931,3,3,1966,Fully,64.58,8.61,8077,Good,31.59,4.5,76.0,Medium,8.02,9.19,844618.1426239936
2709,4,3,2011,Partially,69.33,3.41,2827,Average,43.26,3.77,135.0,Medium,-2.58,7.3,628859.2251759404
4172,4,2,1991,None,102.19,4.99,9444,Average,8.84,7.05,116.0,Low,14.63,3.86,943528.5220851369
2381,2,1,1973,Fully,74.21,4.5,8084,Average,19.65,0.68,162.0,Low,-0.74,4.21,618895.1659140898
4796,3,3,1966,Partially,101.07,3.55,8941,Average,6.54,0.49,171.0,High,9.19,1.78,1048254.8516609444
1021,1,2,1997,Fully,80.68,5.55,7772,Average,11.56,3.42,194.0,Medium,10.03,3.22,398891.8000603775
2387,2,2,2019,Partially,67.28,9.58,3320,Average,20.33,7.32,120.0,Low,10.2,4.18,546724.893291174
3052,4,3,1956,None,72.06,6.3,5236,Good,44.83,1.25,106.0,Medium,11.52,5.03,678313.3027470524
4309,2,1,1963,Fully,64.25,4.29,6970,Average,28.29,6.39,79.0,Medium,14.78,5.18,1800530.2405152514
4655,2,2,1960,Fully,85.4,4.83,9581,Average,17.19,2.77,193.0,Low,-3.08,8.97,915325.7685501426
4916,5,1,1961,Partially,93.34,6.9,6101,Good,37.6,6.55,163.0,Low,4.44,5.05,883255.211988763
3979,2,1,1954,Partially,82.01,4.82,5366,Good,1.96,4.62,171.0,High,14.5,9.62,816579.6066235293
1909,2,3,1954,Fully,79.25,6.31,7020,Good,19.13,1.24,153.0,High,12.64,1.75,579484.159349379
2194,3,2,1969,Partially,59.41,4.19,3243,Good,30.44,2.55,152.0,Low,14.81,2.9,515550.84152877744
1026,2,2,2003,None,91.4,4.77,5076,Excellent,29.58,2.28,123.0,Medium,6.65,4.49,505539.73737539933
3160,1,1,2004,Partially,87.6,7.65,7683,Average,30.77,1.73,147.0,Medium,8.46,8.99,642319.2889833478
2672,4,3,2007,Partially,79.17,6.68,6900,Excellent,11.36,4.74,63.0,Low,0.28,2.1,690558.3523237398
779,3,3,1979,Partially,70.48,2.75,8255,Excellent,17.52,9.55,179.0,Low,4.17,4.2,447456.39981504815
3464,2,3,1973,Partially,75.66,9.79,3596,Excellent,46.65,6.62,,Medium,-4.58,2.01,625343.1026153953
4477,1,1,2022,Fully,61.35,2.39,8521,Good,48.72,8.38,75.0,High,9.39,7.97,635580.7172161448
3169,4,1,1952,Partially,52.89,2.66,8690,Good,16.29,9.81,93.0,Medium,13.52,3.54,751522.8013532668
3393,3,2,1997,None,70.5,7.61,1585,Good,32.58,5.45,118.0,High,-2.76,4.91,636211.4897106008
2251,1,3,2020,Fully,62.1,7.66,4229,Poor,12.82,2.46,87.0,High,4.09,8.36,508611.32955007156
4481,2,1,1971,Partially,67.39,2.15,4828,Average,19.06,9.29,129.0,Medium,7.46,2.51,860519.3565526993
2861,5,3,1963,Fully,67.68,7.14,1987,Average,39.82,7.02,61.0,Low,7.64,9.52,686256.1298285478
4927,5,1,1997,Partially,73.83,2.27,9040,Good,25.56,9.59,154.0,Low,1.13,4.55,877470.0503724592
4631,3,2,1978,Partially,72.84,9.69,7953,Average,42.63,6.55,157.0,Low,-4.6,3.97,707565.0645859011
2208,1,3,1999,Partially,29.2,7.57,9105,Average,31.81,7.77,66.0,High,12.76,2.72,293251.801922413
3186,4,1,1959,Partially,80.22,3.49,7837,Poor,31.82,8.92,74.0,Medium,-3.16,5.21,654938.7942425469
3395,1,3,2020,Fully,76.97,3.26,7602,Excellent,2.66,7.62,137.0,High,-1.45,9.83,718846.2454017015
3276,5,1,1976,None,89.42,6.56,1509,Excellent,37.73,5.67,188.0,Low,14.26,5.42,800644.4265062624
1619,3,1,1977,Partially,71.79,7.07,4882,Excellent,48.92,4.77,195.0,Medium,5.01,5.07,391475.9457860221
3488,2,1,1958,Fully,91.27,8.65,7205,Poor,24.18,8.25,52.0,Low,12.48,1.07,718790.8216450036
4759,1,3,2020,None,72.7,9.23,9473,Average,8.77,7.74,,High,12.94,3.59,905144.5106502107
4743,5,1,1975,Fully,80.1,5.14,3579,Good,48.87,3.73,119.0,Medium,14.79,3.05,966732.8484596392
694,4,2,1957,None,61.24,8.75,4952,Good,15.22,5.03,136.0,High,-4.19,1.35,399957.18302108167
1162,3,3,1951,Partially,92.04,6.34,2686,Average,21.05,6.39,120.0,High,-3.94,5.01,537653.2756763246
979,2,2,2006,Partially,94.5,5.76,6130,Poor,4.79,0.38,160.0,High,-1.19,2.22,504648.9198785934
4718,1,2,2001,Fully,103.25,7.59,9898,Average,6.43,2.55,157.0,Medium,8.13,5.53,909791.9706102568
1923,4,3,2007,Partially,66.86,2.83,5018,,11.61,2.58,58.0,High,0.24,5.09,629122.6657859845
3208,2,1,1952,Fully,82.95,4.12,804,Good,27.87,8.84,177.0,Medium,4.91,3.0,698483.4917374371
3675,5,2,1957,None,53.4,8.53,5638,Good,28.33,3.38,171.0,Medium,10.73,8.19,642736.7610749488
4314,5,3,2008,None,46.69,6.03,3954,Average,30.71,5.5,96.0,High,-1.28,9.34,701681.1866809704
2514,4,1,1951,Partially,83.45,9.26,6582,Average,29.61,8.33,113.0,Medium,0.72,2.21,676855.4048775003
4289,5,3,2011,None,73.31,2.71,5849,Average,25.27,2.67,158.0,Medium,9.55,1.88,824504.9102708392
2943,3,3,1998,None,55.72,4.51,1350,Excellent,40.3,1.33,161.0,Low,-4.85,4.1,553290.0061840075
1411,4,3,1969,Partially,77.69,4.84,6227,Excellent,46.76,9.49,96.0,High,10.15,6.49,640694.9020102749
3713,5,1,1978,Partially,89.0,5.38,9186,Excellent,14.22,7.08,124.0,High,8.53,6.69,810810.4105997466
2864,1,2,1966,Fully,75.95,9.89,4055,Good,7.38,1.85,174.0,High,-2.41,6.62,648290.8709865995
4129,5,2,1971,None,93.43,4.49,3174,Good,21.83,8.22,91.0,Medium,-0.12,6.18,899531.0298566374
3972,3,3,1955,None,65.09,6.15,3930,Poor,2.29,7.89,98.0,High,-4.69,4.47,917430.5866177244
1180,2,3,2011,Fully,91.24,6.29,8040,Average,44.28,8.39,79.0,High,6.63,8.04,539467.2879024446
1109,2,1,1980,Partially,69.24,8.17,3649,Good,12.75,2.83,57.0,Low,2.94,9.58,439514.0523763489
2656,5,3,2011,None,93.45,6.14,3847,Excellent,27.92,4.54,134.0,High,3.47,6.31,694048.4449350364
4366,2,3,1961,Fully,55.93,6.85,4449,Average,6.64,6.97,57.0,Medium,-2.94,2.97,737468.4409673713
871,5,3,1961,Partially,78.46,8.03,1004,Good,28.11,3.97,177.0,Medium,2.05,6.06,563037.3131588273
1115,3,2,2012,Partially,78.43,2.81,8265,Average,2.91,0.79,60.0,High,13.38,7.8,458756.9441453905
2753,2,3,1965,Partially,82.16,9.71,3154,Good,38.67,1.45,170.0,Medium,-3.71,8.47,649717.8088357738
4638,1,2,1974,Fully,69.73,8.77,3906,Excellent,47.82,6.01,170.0,Medium,14.5,7.46,785656.5680185113
1364,5,1,1971,Fully,,5.11,4017,Excellent,16.04,3.81,193.0,High,11.96,9.01,663817.2846152966
1768,2,1,1967,Fully,72.03,7.83,5912,Good,13.65,0.15,120.0,Medium,-0.94,9.57,992539.1454501865
1284,3,2,1994,None,67.1,8.1,5757,Good,22.95,7.69,181.0,Low,9.11,5.43,470163.91463081876
4678,3,2,2017,Partially,96.21,8.8,2079,Average,31.38,4.23,145.0,Medium,-3.18,5.87,922590.8143554678
2737,1,2,1961,Partially,76.17,3.51,813,Average,10.26,3.21,150.0,High,-1.81,4.04,665109.7105450518
4554,3,2,1998,Partially,52.29,7.63,4815,Poor,40.36,7.16,71.0,Low,4.76,6.93,743158.4733539692
1435,3,3,1982,Fully,64.9,2.27,3187,Average,10.73,4.61,62.0,Low,3.01,6.36,593460.2696504572
4480,2,2,2012,None,96.77,2.92,7810,Good,1.27,6.98,131.0,High,11.3,2.61,960180.8230329528
2838,5,2,1967,None,61.37,8.21,6023,Good,26.69,0.23,,High,13.79,7.25,606229.3498605865
825,4,2,2003,Partially,83.11,8.5,4999,Average,6.64,0.19,175.0,Low,13.86,8.25,418931.706356155
2034,3,3,1976,Partially,64.58,6.74,5074,Excellent,35.21,5.64,144.0,Medium,-2.06,2.63,505978.4390109648
3980,3,3,1974,Partially,53.43,6.65,7365,Poor,9.21,9.82,60.0,High,8.72,2.48,717337.8125691421
4361,4,3,1983,Partially,82.21,8.0,8227,Good,41.05,2.8,112.0,High,6.42,6.75,893729.7455761349
2485,3,1,2009,Fully,70.07,9.25,9515,Poor,24.05,6.86,151.0,High,2.4,2.05,470907.37855510856
3278,2,3,2003,Partially,98.83,5.37,4815,Poor,28.75,1.81,100.0,Low,14.9,8.29,908104.8787899754
1770,2,2,1954,None,91.88,2.92,2914,Good,10.14,3.18,96.0,High,4.12,6.79,630263.8837228542
1140,4,3,1985,Fully,93.98,8.71,5815,Excellent,8.19,0.87,53.0,Medium,8.31,1.29,656089.2281660535
4578,3,3,2003,Partially,90.99,4.73,5279,Good,31.93,8.82,56.0,Low,5.06,7.93,980636.7474102697
1867,3,2,1985,Fully,85.34,3.07,4320,Good,13.52,3.17,136.0,High,-2.94,5.59,557558.9553513464
4542,5,3,2018,Fully,54.51,6.92,6306,Average,19.91,2.38,80.0,High,-2.18,5.47,800904.769623647
3075,3,1,1988,Partially,,6.62,2469,Excellent,24.49,7.33,167.0,Medium,10.0,3.81,714473.6674822867
4103,2,3,2019,Fully,85.06,5.79,2259,Good,12.25,2.07,135.0,High,11.03,3.55,890741.7174334012
2081,1,1,1953,None,70.64,8.88,3625,Poor,39.98,2.48,79.0,Low,2.28,5.5,490387.0690844975
2486,1,1,2014,Partially,74.55,4.18,7066,Poor,47.03,1.13,92.0,High,-3.66,1.03,524223.4483738076
2740,1,1,1989,Fully,85.87,2.11,8365,Excellent,22.16,9.63,134.0,Low,14.14,8.16,640985.6986780309
4466,1,2,1986,Partially,90.84,4.59,2781,Average,45.96,2.55,199.0,Medium,4.94,8.06,736048.9879835171
2605,3,3,2016,None,61.16,2.08,5729,Excellent,44.25,9.96,153.0,High,-2.32,7.62,619545.6442500958
628,3,1,1980,Fully,85.05,6.35,1623,Average,9.14,1.84,161.0,Low,-1.03,6.42,411969.1006090081
4496,5,1,1996,Partially,83.47,5.03,6331,Good,9.5,0.3,199.0,Medium,-4.09,3.66,847509.8743995249
1351,3,3,1976,None,60.17,8.51,1734,Poor,24.39,8.97,112.0,High,9.2,6.92,513452.60072657815
4603,1,2,2000,Fully,68.9,8.38,7376,Average,26.77,5.84,53.0,Low,9.08,2.16,805480.5758481552
2576,4,2,1969,None,77.25,5.48,8070,Good,17.72,3.58,139.0,Medium,7.05,3.37,569622.7837913136
3494,4,1,1962,Fully,95.85,3.73,6456,Good,16.33,5.18,171.0,High,5.93,1.41,773576.6319315033
4244,2,2,2012,Fully,68.78,5.38,1174,Good,22.14,2.68,52.0,Medium,2.63,8.74,1412544.4619945139
3256,2,3,1993,Partially,81.26,7.13,6013,Average,34.83,6.38,130.0,Medium,14.01,8.46,673997.466419208
2144,3,2,1973,Fully,92.53,3.52,2805,Average,5.14,6.2,132.0,Medium,11.01,5.06,712974.7654184442
4871,4,3,1952,Partially,102.82,8.18,1768,Average,35.82,0.89,131.0,Medium,13.15,4.94,994475.1671124161
3644,1,1,1959,Partially,78.4,4.64,5597,Average,46.39,9.12,166.0,High,1.23,9.33,639228.5222922778
742,1,3,2014,Fully,43.21,9.46,3721,Average,38.41,4.66,192.0,Low,14.57,7.08,496294.2394833531
4585,1,1,1998,None,88.85,6.09,5219,,10.39,2.03,100.0,High,-1.69,7.38,793081.9981717947
670,3,3,2007,Partially,78.17,8.78,4694,Average,5.29,3.14,84.0,Medium,-3.87,4.23,376023.010757771
1152,3,3,1951,Partially,62.33,6.93,1749,Good,25.03,8.68,175.0,High,1.4,3.62,459916.9181955727
4012,5,2,2015,Partially,85.67,6.44,4529,Average,47.86,3.89,129.0,Low,-0.97,2.03,821311.2552388201
1999,1,3,1980,Fully,102.98,7.46,3360,Good,41.13,5.66,64.0,High,5.35,1.65,678541.4829934977
2599,1,1,2017,None,78.13,8.49,4013,Poor,28.57,9.48,182.0,Medium,2.0,9.15,481467.6642744532
2658,3,3,1986,None,50.67,7.16,3719,Good,8.01,6.55,73.0,High,-1.57,9.16,582326.5366179141
2472,3,1,2022,Fully,96.66,8.38,8870,Good,35.98,6.79,51.0,Medium,11.89,3.04,601156.2528429885
4425,5,1,1973,Partially,75.34,3.52,2699,Good,40.84,2.56,94.0,High,5.16,1.34,832748.2443242987
2758,5,3,1993,Partially,85.69,4.22,5430,Average,46.82,6.72,144.0,Medium,-2.81,4.12,755544.0456836357
4539,2,2,1990,Partially,75.93,3.84,5177,Excellent,30.99,4.0,143.0,Medium,-3.49,9.57,857923.5277040916
2535,4,3,2000,None,81.84,8.39,5972,Poor,26.21,9.12,172.0,High,2.66,3.75,609817.4230493467
3771,1,3,1991,Fully,84.99,2.69,7208,Good,31.34,1.38,86.0,Medium,13.16,8.79,797217.1912980693
1357,1,2,1989,Fully,,8.37,8341,Good,47.22,2.93,167.0,Medium,5.16,8.35,432130.8574413372
4323,5,1,1997,Fully,77.2,5.11,8330,Excellent,31.78,0.75,134.0,High,-2.22,9.5,784818.629487637
1549,5,3,1953,Partially,63.59,2.64,3029,Good,13.62,3.87,189.0,Medium,-0.07,5.47,515747.11243080546
4490,2,2,2009,Fully,77.91,5.4,9627,Good,32.17,1.57,171.0,Low,-4.01,9.3,1232059.629412342
798,4,2,1988,None,86.83,4.4,7970,Good,44.11,8.47,199.0,Low,11.64,7.68,840743.4999847318
1423,2,1,1954,None,63.7,6.74,9648,Good,28.78,9.26,166.0,Low,13.92,8.81,416611.5208575005
4732,4,2,1955,Fully,58.4,5.78,2973,Excellent,25.63,6.73,121.0,High,-3.44,7.6,807042.341670704
4806,1,1,1963,None,95.0,4.37,1585,Good,36.94,1.12,149.0,High,-1.54,5.15,855097.648562462
3299,2,3,2019,Partially,100.37,8.9,7862,Average,33.39,3.48,56.0,Low,-1.58,9.27,871203.3081196748
4562,5,2,1961,Fully,75.58,5.25,5162,Good,3.78,9.65,52.0,High,11.07,8.2,872653.3066174802
4545,2,3,2011,Fully,84.02,5.77,3934,Good,36.54,1.45,53.0,High,11.79,6.77,831602.0891618687
2302,2,2,1976,Fully,80.64,8.77,8228,Good,20.97,5.61,57.0,Medium,3.39,5.35,597335.755906805
3213,1,2,2003,Fully,42.3,2.71,3165,Good,47.1,3.59,94.0,Low,14.39,1.85,525058.3256670474
3353,5,3,1961,None,78.1,5.12,9793,Good,48.57,9.99,197.0,High,0.19,8.34,759589.6676569916
3157,5,2,1957,Partially,96.99,5.22,8975,Average,22.99,2.93,182.0,Medium,5.5,4.75,942440.6356940442
3846,3,3,1965,None,57.38,5.97,4971,Poor,48.47,0.57,118.0,Medium,14.93,4.23,592278.9633074477
1971,3,3,2001,None,56.01,2.85,7019,Excellent,16.23,7.05,,Medium,11.54,3.08,480267.7836048851
3449,3,1,1975,Fully,64.04,2.82,1287,Excellent,34.45,3.33,192.0,Medium,4.74,5.87,658528.2564152456
1441,1,3,1957,None,67.89,5.33,9548,Excellent,4.68,6.61,,High,-2.83,8.47,520646.89037298574
2407,2,1,1994,Fully,85.01,2.26,7405,Good,8.1,1.14,125.0,High,13.09,3.61,603188.4643989691
1743,5,3,1968,Fully,94.81,4.04,8488,Excellent,43.36,5.28,171.0,Medium,5.84,9.29,1779924.2648453987
4923,5,2,1966,Partially,94.46,3.61,7706,Good,44.8,3.81,128.0,Medium,1.17,4.57,2034117.020259391
1966,2,3,2014,Partially,84.81,5.92,2633,Poor,27.1,5.41,140.0,Medium,4.02,9.72,1712059.9137554248
4457,5,2,1978,Partially,51.13,2.09,2921,Excellent,17.65,8.55,163.0,Low,1.22,7.09,811629.1417208944
2466,2,1,1963,Partially,51.07,7.41,4431,Good,23.1,9.73,71.0,Medium,6.02,4.3,510671.27480092505
875,1,2,1966,None,86.01,8.84,6525,Average,43.61,7.56,186.0,High,0.46,9.85,403742.76562624675
762,1,3,1962,Partially,51.2,7.65,5827,Excellent,11.34,7.69,96.0,Low,3.92,6.35,375585.4867223242
4862,1,2,2012,Partially,83.33,8.54,9316,Excellent,15.45,5.34,52.0,Medium,3.53,7.92,813144.932339903
3888,2,1,1982,Partially,79.16,7.15,7626,Average,39.49,1.06,80.0,Medium,7.32,5.07,737195.6939419169
3895,2,2,1978,Partially,68.05,6.06,8692,Excellent,46.83,6.7,62.0,High,-4.72,2.07,733392.6770450829
2444,4,2,1986,Fully,36.8,3.75,5005,Average,5.55,1.56,51.0,Medium,6.98,9.68,549136.6258078984
2393,5,3,1995,None,78.03,4.24,7381,Excellent,40.38,2.53,160.0,High,6.86,3.9,601625.2612866597
4134,5,3,1973,Partially,,4.54,7023,Good,32.61,7.11,56.0,Medium,2.85,9.26,879875.9869595891
2152,4,2,1963,Partially,66.66,2.3,1298,Average,12.31,6.6,78.0,High,-0.06,9.17,592494.5668888955
4641,4,1,1954,None,58.62,9.3,9634,Good,38.04,3.21,181.0,Medium,11.79,1.85,762983.0056983007
4392,1,2,2002,None,79.4,9.2,3962,Excellent,36.67,7.74,181.0,Medium,1.9,2.03,752223.8165798659
1099,4,1,1979,Fully,53.22,2.86,7995,Excellent,7.96,9.4,137.0,High,1.23,6.51,405843.64363695256
2412,2,1,2009,Fully,84.25,6.45,1827,Average,25.61,5.5,198.0,Low,4.26,1.32,620615.4621437548
1792,3,1,2022,None,90.84,5.74,7949,Average,38.16,6.81,176.0,Medium,0.56,4.79,450578.5944827136
1100,2,2,1977,None,45.6,7.47,9386,Excellent,10.39,2.79,57.0,High,11.62,5.75,340970.4256420433
880,4,1,1975,Partially,67.08,6.82,685,Average,23.68,9.71,91.0,Medium,6.3,2.77,361188.0937351798
4713,5,2,1967,Partially,74.27,2.99,9169,Average,6.92,2.81,194.0,Medium,10.09,7.93,981389.2953156993
4137,2,1,1985,Partially,74.71,7.28,7531,Poor,16.03,8.89,186.0,Medium,9.91,4.88,747264.5529439778
2663,5,1,1957,Fully,61.82,6.87,7184,Good,11.68,9.29,133.0,Medium,10.76,4.81,1779463.230597266
4855,2,2,1967,None,54.96,6.25,9683,Average,25.75,7.22,118.0,High,12.38,3.11,772223.5580960675
1598,5,3,2007,Partially,68.1,5.22,8091,Good,7.92,8.13,148.0,High,13.39,8.99,542968.6720654543
865,2,3,1981,None,84.66,9.64,3249,Average,19.77,4.63,90.0,Low,2.67,1.1,530158.7385289157
3070,5,2,1998,Partially,83.56,8.8,3445,Excellent,14.48,9.2,103.0,High,3.87,1.06,744896.6866967174
3919,3,2,1997,None,83.74,6.68,7062,Excellent,37.56,7.45,170.0,Low,-4.0,9.96,824520.3922994583
2976,1,3,2020,Partially,93.76,2.05,3898,Average,35.28,3.33,92.0,Medium,13.51,1.19,703537.3746035466
1290,2,3,2014,None,59.29,5.46,8886,Average,5.65,0.45,118.0,Low,6.74,2.4,518188.49172060034
4069,3,3,1982,None,69.33,7.6,8560,Good,47.72,5.45,164.0,High,9.25,8.95,1990407.4389310714
1246,1,2,1999,Partially,72.23,2.94,578,Good,37.49,8.42,149.0,Medium,3.72,6.54,404954.9439689337
812,2,1,1953,Partially,31.76,5.25,1621,Good,31.18,8.62,65.0,High,4.48,6.62,255333.484224951
1420,3,2,1985,Fully,78.36,3.53,3721,Excellent,24.41,8.37,198.0,Low,5.86,5.28,533024.8568838744
1577,3,3,1977,Partially,74.56,4.71,9477,Excellent,9.72,2.23,180.0,High,10.91,2.36,564500.0131800025
3329,3,1,1952,None,57.95,2.21,3361,Excellent,48.14,4.32,72.0,Medium,7.26,4.3,605802.0438250558
2881,4,2,1955,Fully,88.07,3.01,9138,Good,1.39,6.18,138.0,Low,11.22,7.46,797908.6225358705
4118,5,3,1994,None,87.12,5.64,4718,Good,34.93,6.71,133.0,High,-0.67,5.37,864169.9335464763
1297,1,2,1972,Partially,81.0,9.19,6229,Excellent,25.86,3.41,96.0,High,-0.88,7.57,417634.0694536035
4943,5,1,1956,Fully,49.37,5.92,3223,Poor,45.23,6.96,167.0,Medium,-0.86,1.07,779484.7839019204
772,5,3,2010,Fully,60.4,5.62,858,Excellent,19.65,5.95,84.0,Medium,-4.9,6.9,356231.55047501536
3510,5,2,2014,Partially,79.56,8.3,2786,Average,26.41,5.71,54.0,Medium,-1.42,6.34,765125.8356494132
2273,3,1,1955,Fully,66.95,4.14,2265,Average,37.37,6.66,53.0,Medium,-2.63,9.77,488459.7169604492
3047,5,1,1973,None,71.54,2.76,1304,Excellent,3.33,6.07,107.0,High,4.08,9.16,808703.9561250316
3664,4,2,1986,None,58.48,3.68,6149,Good,3.67,1.75,156.0,Medium,-2.46,6.4,775515.3802695295
